id;nom_site;geojson;surface;etat
20;Vallon du Lauzanier;{"type":"MultiPolygon","coordinates":[[[[6.88480779716522,44.4120820234008],[6.88473877839345,44.4119494848426],[6.88468297417059,44.4118226085404],[6.88466816351871,44.4117730205524],[6.88459118611986,44.4117532414618],[6.88422488908778,44.4117375344745],[6.8840559073012,44.4117281576955],[6.88395072946863,44.4117962918094],[6.88394863636814,44.411828063361],[6.8840527314011,44.4118274636366],[6.88410012696188,44.4118319288772],[6.88423590519884,44.4118772393079],[6.88434844877997,44.4119785903866],[6.88440444116559,44.4120461565596],[6.88461299714823,44.4119876674731],[6.88467252444141,44.4120234020444],[6.88480779716522,44.4120820234008]]]]};1310.0;moyen
21;Merveilles;{"type":"MultiPolygon","coordinates":[[[[7.4453751237766,44.0558334607552],[7.44539602503271,44.0558356017873],[7.44556061267181,44.055766111562],[7.44570109695005,44.0557065723192],[7.44576950513583,44.0556798676847],[7.44586178318532,44.0556402307061],[7.44595726278836,44.0555885014478],[7.44600383756539,44.0555477315656],[7.44612388568045,44.0554920129606],[7.44627036636331,44.0554561533178],[7.44643827466037,44.0554822232224],[7.44663738796628,44.0554831001298],[7.44683807152008,44.0554510171495],[7.44699468324078,44.0554386687626],[7.44708905747887,44.055425860134],[7.44721713846051,44.0553668231579],[7.4473436492323,44.0553407455641],[7.44742975599703,44.0553282727957],[7.44745636064101,44.0552972858225],[7.44740372743821,44.0552605492494],[7.44732955548777,44.0552665556867],[7.44719407848622,44.0552840262811],[7.44709603698775,44.05530296515],[7.44695042827002,44.0552969232437],[7.44676924825916,44.0553132609416],[7.4466627063059,44.0553295544901],[7.44655663033155,44.0553518100209],[7.44651209257403,44.0553655827006],[7.44640328092254,44.0554058923873],[7.44620003426469,44.0554051830879],[7.44602461826812,44.0554422188279],[7.44590200731169,44.0554651458323],[7.44571209324725,44.0554758557376],[7.44561795158798,44.0554916442248],[7.44550844016519,44.0555230098894],[7.44544783339643,44.0555434162571],[7.44545039598763,44.0555762077592],[7.44531917045334,44.0557011616906],[7.44526921979265,44.0558048692562],[7.44528168029848,44.0558581920953],[7.44532645169643,44.0558474009587],[7.4453751237766,44.0558334607552]]]]};2639.0;mauvais
33;Col d'Allos;{"type":"MultiPolygon","coordinates":[[[[6.59190081083587,44.297025881909],[6.5919858474254,44.2969300578978],[6.59200353236168,44.2968272449467],[6.59194598252022,44.2966829287536],[6.59191581739094,44.2965888346405],[6.59187300701913,44.2965196989219],[6.59179440833547,44.2964926144657],[6.59175102968754,44.2965267502249],[6.59177660627787,44.2965933857706],[6.59179662102971,44.2966397670047],[6.59181910462423,44.2967249033951],[6.59185165151196,44.2967892746572],[6.59185701837211,44.2968739524301],[6.59186070400151,44.2969321037707],[6.59185218124584,44.2969773725426],[6.59182061059403,44.2970182767487],[6.59179110577597,44.2970468409128],[6.59181022763689,44.2970789334367],[6.59182772016323,44.2970855160265],[6.59186608211702,44.2970842618968],[6.59190081083587,44.297025881909]]]]};641.0;moyen
22;Salso-Moreno;{"type":"MultiPolygon","coordinates":[[[[6.91331871472623,44.3411469735318],[6.91336678735344,44.3412240052566],[6.91348502315086,44.341244337725],[6.91356438809428,44.3412793473514],[6.91358226814971,44.3413523436525],[6.91364083869196,44.3414371669799],[6.91370111532906,44.3415464888405],[6.91383064016769,44.3415030245744],[6.91392354762697,44.3414659648924],[6.91390191983314,44.3413798174999],[6.91387195406742,44.3413174807761],[6.91380147806609,44.3412668155006],[6.91375659099947,44.3412356977951],[6.91371538594067,44.3411962565598],[6.91361796609449,44.3411680273389],[6.91349083368453,44.3411428925672],[6.91346144586311,44.3410887276213],[6.91352270876755,44.3409648589718],[6.9136500099907,44.3409306668754],[6.91382832724802,44.3409130711493],[6.91394914219334,44.3409087700187],[6.91405363651649,44.3409981047292],[6.91416043942279,44.3410178250777],[6.91437317394044,44.3409621866858],[6.91456162456889,44.3408644675811],[6.91473499425593,44.3408163676938],[6.91483787764465,44.340841337085],[6.91502634277714,44.3408673504484],[6.91507292031238,44.3407992239108],[6.9149653593883,44.3407478341778],[6.91504816445842,44.3407090873864],[6.91511903875796,44.3406830495698],[6.9152534420445,44.3406486116571],[6.9153642612141,44.3406027383705],[6.91531780896727,44.34054917261],[6.91521069724055,44.3405867303873],[6.91509562375731,44.34061230546],[6.91502603654974,44.3406362515709],[6.9149613387523,44.3406896839431],[6.91483796345499,44.3406981781044],[6.91468010450364,44.3407232214315],[6.91452876221289,44.3407807661973],[6.91446819455225,44.3408320053426],[6.91431877337304,44.3408966373929],[6.91419118984759,44.3409267396051],[6.91410878732862,44.3408683157459],[6.91394392441502,44.3408332861415],[6.91368438667805,44.340830259653],[6.91377667674698,44.3407635706594],[6.91396618546996,44.3406811543419],[6.91407334012665,44.3407059723606],[6.91419457723015,44.3407077844708],[6.91443852659517,44.3406295665678],[6.91467834979128,44.3405330913313],[6.91485012106143,44.3405443509605],[6.91505885902489,44.3405134037713],[6.91519161171963,44.3405168505339],[6.91533256563055,44.3404739957933],[6.91541150386751,44.3403791568871],[6.91560924033684,44.3403128024397],[6.91574902057486,44.3401912459493],[6.91569071728046,44.3401104969114],[6.91559865935215,44.340159794057],[6.91547632532147,44.3402040318627],[6.9153860651805,44.3402379253669],[6.91529930659985,44.3403228224955],[6.91508201114316,44.3404154326068],[6.91493983526528,44.3404818443755],[6.91473560412708,44.3404748050387],[6.91467458159737,44.3404166477317],[6.9143514577769,44.3405038228338],[6.91413743247172,44.3405820025927],[6.9139375772815,44.3406177419007],[6.91369402735226,44.340742990117],[6.91343940111269,44.3408522652028],[6.91323199549328,44.3409230514943],[6.91309541094182,44.3409054177419],[6.9129792796818,44.3407919551314],[6.91303253955892,44.3407174541375],[6.91322871243285,44.3406900219846],[6.9133306492184,44.3406393478319],[6.91311831547394,44.3406182819291],[6.91288193850028,44.3406205577456],[6.91263015764772,44.3406060050326],[6.91273842251629,44.3405438585372],[6.91278620756719,44.3405135248749],[6.9130509495856,44.3404683131381],[6.91326722631549,44.3404432295933],[6.91341897961212,44.3403918095197],[6.91330040479791,44.3403254799195],[6.91295498895377,44.3403786738511],[6.91271193303446,44.3403873246218],[6.91260937975895,44.3404083597564],[6.91243874628871,44.3405371385699],[6.91225084459982,44.3406430178119],[6.91215863565175,44.3407107209987],[6.91194762187489,44.3407294774799],[6.91187443563287,44.3408251364546],[6.91182442205276,44.3409261084055],[6.91195334539944,44.3409153833972],[6.9120987490287,44.3409163469144],[6.91215843019433,44.3409551222158],[6.91224213020555,44.3409705563891],[6.91230270916617,44.3410430427443],[6.9124562213109,44.3410375796844],[6.91250582395326,44.3409304934788],[6.91258161071961,44.3408521267513],[6.91270110467583,44.3408079933597],[6.91283002758786,44.3407972673248],[6.91289090760103,44.3408533848302],[6.91294282088751,44.3409036838905],[6.91302053457064,44.340976596458],[6.91314559746074,44.341013044098],[6.91324344570907,44.3410269464933],[6.91331871472623,44.3411469735318]]]]};9552.0;moyen
23;Vallon du Lauzanier;{"type":"MultiPolygon","coordinates":[[[[6.88387173945896,44.4114769647936],[6.88395297217882,44.4114342172652],[6.88408112537377,44.4113683367361],[6.88432357961829,44.4113464873281],[6.88453746505487,44.411282700038],[6.88461618674838,44.4112032236928],[6.88454638562047,44.4110594558576],[6.88442469918926,44.4109287669058],[6.88415781921775,44.4108441101571],[6.88397387823378,44.4107831137154],[6.88393118127294,44.4107846203126],[6.88392215724275,44.4108401505578],[6.88395300869039,44.4109362098901],[6.88402396153899,44.4110553957963],[6.88409198489182,44.4111317394989],[6.88415987137455,44.4111855832683],[6.88412052069469,44.4112565048827],[6.88403237433083,44.4113025698345],[6.88388552184585,44.4113660367785],[6.88375104335755,44.4114229382786],[6.88374398064816,44.4115070326804],[6.88382498327362,44.4115440558231],[6.88387173945896,44.4114769647936]]]]};2385.0;moyen
24;Lac des Grenouilles;{"type":"MultiPolygon","coordinates":[[[[7.48252467034201,44.0985599380672],[7.48253907875376,44.0985661464536],[7.48255636884785,44.0984585343285],[7.48256213221254,44.0984309414444],[7.48260439688699,44.0983847233346],[7.48254388155767,44.0984240432213],[7.48252467034201,44.0985599380672]]]]};25.0;moyen
25;Gialorgues;{"type":"MultiPolygon","coordinates":[[[[6.81677395106873,44.2271271920002],[6.8172783402871,44.2271204987507],[6.81758657814277,44.2269732470692],[6.81796954032709,44.2268126084512],[6.81840854575789,44.2264411299678],[6.81905304309247,44.2264243966476],[6.81889892416463,44.2262838365701],[6.8189876593049,44.2260428756565],[6.81886156200031,44.2259290882155],[6.81855799441518,44.225761753344],[6.81853464306248,44.225524137009],[6.81810497817276,44.2255442172998],[6.81748383219088,44.2254705895335],[6.81748383219088,44.225738326424],[6.81713823217089,44.2260562623998],[6.81675059971603,44.226427743312],[6.81667120511684,44.2266586626974],[6.81659181051765,44.2268059151659],[6.81677395106873,44.2271271920002]]]]};20637.0;bon
26;Vallon du Lauzanier;{"type":"MultiPolygon","coordinates":[[[[6.88503542652468,44.4108059818521],[6.88500551757827,44.4108898643146],[6.8850824495117,44.4109505443606],[6.88525716008676,44.4110640213975],[6.88532032951581,44.4112151880399],[6.88532143087058,44.411376720092],[6.88519484287753,44.4115274105855],[6.88511944398976,44.4116343850441],[6.8850205644019,44.4117319497556],[6.88493252623042,44.4118209572012],[6.88487934388603,44.4119189548073],[6.88491663451908,44.4120464844515],[6.884993330026,44.4121245675293],[6.88513376630955,44.412154381875],[6.88525605134589,44.412189946941],[6.88540734757017,44.4121702853506],[6.8854515927345,44.4121083924295],[6.88532271137327,44.411852176751],[6.88541581514226,44.4116914111698],[6.88538789657049,44.4115134491793],[6.88545712548219,44.411379086367],[6.88545194131413,44.4112412216078],[6.88537881218015,44.4110904065899],[6.88532134353096,44.4108562209459],[6.88525923661544,44.4107827424633],[6.88503542652468,44.4108059818521]]]]};3383.0;moyen
27;Parassac;{"type":"MultiPolygon","coordinates":[[[[6.86083183521481,44.393171483219],[6.86077099517073,44.3931368017682],[6.86065123258906,44.3930745364389],[6.86035705146606,44.3930061150275],[6.86005595285956,44.3930033842739],[6.85978352926244,44.3930865633931],[6.85970759476088,44.3932068309529],[6.85995512388003,44.3932185977468],[6.86010333808369,44.3932798657598],[6.86030672881626,44.3933136294788],[6.8604663839809,44.3932916707783],[6.86083183521481,44.393171483219]]]]};1984.0;moyen
28;Restefond;{"type":"MultiPolygon","coordinates":[[[[6.80140615707225,44.3345661044954],[6.80129440343145,44.3345566762871],[6.80130275112418,44.3345747899859],[6.80136325010028,44.3346483621109],[6.80146027069557,44.3346930677497],[6.80154699259065,44.3347115442618],[6.80160241421389,44.3346881522761],[6.80159189760864,44.3346588667131],[6.80154997612149,44.3346286124553],[6.80140615707225,44.3345661044954]]]]};211.0;moyen
29;Lac de la Fous;{"type":"MultiPolygon","coordinates":[[[[7.40569709780325,44.1043562177781],[7.40570478228951,44.1043010375017],[7.40549345891727,44.1042265440469],[7.40531287349008,44.1042734473442],[7.40531671573322,44.1041989538545],[7.40541277181151,44.1040858339316],[7.40550114340353,44.1039727137922],[7.40573936247769,44.1038899428213],[7.40560488396809,44.1038761476482],[7.40540892956837,44.1039368463857],[7.40528982003129,44.1039644367003],[7.405193763953,44.1041106651528],[7.40507849665905,44.1040775568556],[7.40497859833763,44.1040968700311],[7.40447142224425,44.1041189422241],[7.40431389027585,44.1041272192944],[7.40426009887201,44.1041520504982],[7.40416788503686,44.1040720388042],[7.40392966596269,44.1040554846471],[7.40381055642561,44.1040554846471],[7.40370297361792,44.1039644367003],[7.40339559416739,44.1039064970247],[7.40279620423886,44.1038430392197],[7.40234281954933,44.1038292440356],[7.40253108946277,44.1039147741247],[7.40274625507814,44.1039865089427],[7.40297678966605,44.1039892679724],[7.40303826555615,44.1040610027],[7.40317274406576,44.1040610027],[7.40336101397921,44.1041217012477],[7.40362228651216,44.1041437734314],[7.40388740128824,44.1041686046282],[7.40419478073878,44.1042127489523],[7.40441378859728,44.1042900014402],[7.40449447570304,44.1043506997528],[7.40485180431429,44.1043782898743],[7.40504391647087,44.1044169160227],[7.40525523984311,44.1043755308627],[7.40543966751343,44.1043562177781],[7.40551267013293,44.1043341456737],[7.40562793742688,44.1043396637006],[7.40569325556012,44.1043782898742],[7.40569709780325,44.1043562177781]]]]};5562.0;bon
30;Col du Sabion;{"type":"MultiPolygon","coordinates":[[[[7.48223803170007,44.1267717872318],[7.4822994777229,44.1267150794649],[7.48231703372942,44.1266142655227],[7.48221608669192,44.1266111150843],[7.48213708466258,44.1265796106904],[7.4820975836479,44.1265953628894],[7.48204052662671,44.1265953628895],[7.48191324557943,44.1266772742567],[7.48191324557943,44.1267245307631],[7.48197030260062,44.1267528846488],[7.48209319464627,44.1267402829235],[7.48216341867236,44.1267717872317],[7.48223803170007,44.1267717872318]]]]};488.0;moyen
31;Vallon du Lauzanier;{"type":"MultiPolygon","coordinates":[[[[6.87927537508613,44.3956948713386],[6.87930192087268,44.3956867705023],[6.87923878545602,44.3955356104677],[6.87922413827547,44.3954052366026],[6.87906721253078,44.3954670071677],[6.87895252211467,44.3955416097729],[6.87878332830102,44.395757207038],[6.87873890841033,44.3958998832318],[6.87878307253899,44.3962112445459],[6.87875370662783,44.3963861149553],[6.878778848249,44.3964823757736],[6.87868081514394,44.3965502533251],[6.87856811133298,44.3966329689064],[6.87855883761932,44.3968306540392],[6.8785829047933,44.3970568155954],[6.87858628319938,44.3971477059415],[6.87872166717527,44.3972083838559],[6.87903904476503,44.3973648948102],[6.87930001177017,44.3974058057948],[6.87948290325815,44.3974106061802],[6.87960703364024,44.3973489638893],[6.8795831977658,44.3972301616152],[6.87921228736124,44.3971041633972],[6.87908968912824,44.3970634940329],[6.87899732384974,44.3970268690152],[6.87900536751664,44.3968946767766],[6.87901942350667,44.3966835293602],[6.87909338444159,44.3965766101966],[6.87918048121909,44.3964948057397],[6.87912935197036,44.3964148005489],[6.87916915397372,44.3962047914334],[6.8791749117462,44.3958937252726],[6.87927537508613,44.3956948713386]]]]};7868.0;moyen
32;Restefond;{"type":"MultiPolygon","coordinates":[[[[6.79562497527528,44.3205153030853],[6.79569332961963,44.3205149880887],[6.79576695500284,44.3205298291484],[6.79582491456705,44.3204807946158],[6.79581831143676,44.320424779805],[6.79575849812315,44.3203399354524],[6.79566457484609,44.3203196583503],[6.79559367182243,44.3203456279297],[6.79551403454109,44.3204536905004],[6.79562497527528,44.3205153030853]]]]};394.0;moyen
140;Lançonnet;{"type":"MultiPolygon","coordinates":[[[[6.65424600245416,44.1428319617605],[6.65423664730729,44.1428189926116],[6.65417061732636,44.1428518565242],[6.65415790165825,44.1428747701841],[6.65419465635387,44.142916487411],[6.65426088925381,44.1429531219023],[6.65428587275969,44.1429441074114],[6.65433729107802,44.1429710182677],[6.65442139630234,44.1429763947003],[6.65445372237142,44.1429712349658],[6.65446822208542,44.1429318991247],[6.6544597446331,44.1428882207644],[6.65443983875248,44.1428878574642],[6.65439927299717,44.1428973916604],[6.65439927299717,44.1428973916604],[6.65431788397415,44.1428898883119],[6.65424600245416,44.1428319617605]]]]};221.0;mauvais
34;Lançonnet;{"type":"MultiPolygon","coordinates":[[[[6.65419928161915,44.1429664212293],[6.65409559952911,44.1429657971328],[6.65396764701131,44.1429629007526],[6.65392139279106,44.1429501348377],[6.65397735767352,44.1428930627567],[6.65403737045088,44.1428327831613],[6.65407369234643,44.1427794385547],[6.65414087068262,44.1427424457461],[6.65419112055186,44.1427070265787],[6.65422243618773,44.142730517203],[6.65422813710184,44.1427528167051],[6.65424898163946,44.1427899556687],[6.65431371769386,44.1428031232484],[6.65439103865838,44.1427913451437],[6.65440797896503,44.1427897620237],[6.65448343636765,44.1428373335509],[6.65454122492695,44.1428527870451],[6.65464964427288,44.1428829055035],[6.65468847876091,44.1428908097606],[6.6546888734094,44.1428529805071],[6.6545731368376,44.1427750453712],[6.65446406198223,44.142734731068],[6.65437758197299,44.1427365880297],[6.65429271003154,44.1427414637956],[6.6543218533422,44.1427088027885],[6.65435740725009,44.1426657013315],[6.65432388064836,44.1426300125008],[6.65424803669884,44.1426427684775],[6.65419616636948,44.1426751692125],[6.65412559642807,44.1427255743083],[6.65405689708302,44.1427391100519],[6.65402363968658,44.1427739535042],[6.65400445466279,44.1428287719705],[6.65395864633011,44.1428671064294],[6.65389540541007,44.1429213576332],[6.65387295996027,44.1429476591887],[6.6538688129173,44.1429713142593],[6.65387538714619,44.1429854033389],[6.65390135479165,44.1429916915901],[6.65394810177765,44.142990132784],[6.65400754395233,44.1429871324607],[6.65406993859504,44.1429860699689],[6.65412815396742,44.1429861739799],[6.65415836740463,44.142992329595],[6.65419018776727,44.1430014860941],[6.65421350585965,44.1430109351305],[6.65421090114882,44.1429926140212],[6.65419928161915,44.1429664212293]]]]};587.0;moyen
35;Merveilles;{"type":"MultiPolygon","coordinates":[[[[7.44305267232289,44.0579538976805],[7.44308318154432,44.057919762755],[7.44310682019812,44.057903849983],[7.44315409746608,44.0578720244239],[7.44318483943646,44.057840870526],[7.44323898708805,44.0577908227662],[7.44324032661952,44.057754882196],[7.44323153570019,44.0576954290388],[7.44330454695017,44.0576745201008],[7.44333738447889,44.0576701956467],[7.44338972667404,44.0576501262787],[7.44343560637814,44.057600414282],[7.4434748484969,44.0575719055015],[7.4434863183961,44.0575594774956],[7.44348398971469,44.0575296669644],[7.44346215644119,44.0575156013528],[7.44343735371993,44.0575166089322],[7.44337534691296,44.0575191278562],[7.44335770517387,44.0575587211838],[7.4433430328988,44.057583241316],[7.44329825976019,44.057594031652],[7.44324015380056,44.0575934015217],[7.44320114440309,44.0576248912722],[7.44316283351764,44.0576653241714],[7.44312912207969,44.0577115512487],[7.44307060775378,44.0577587858133],[7.4430481333811,44.0577896038485],[7.44303439229582,44.0578260481605],[7.44301191787699,44.0578568661895],[7.44298350423619,44.057917830587],[7.44298950080334,44.0579415111131],[7.4430402708633,44.0579544014247],[7.44305267232289,44.0579538976805]]]]};570.0;moyen
36;Vallon de l'Alpe;{"type":"MultiPolygon","coordinates":[[[[6.83745450934517,44.3087638569998],[6.83769902417322,44.3088693951871],[6.83797458850324,44.3088971683627],[6.83817252907832,44.3088388446787],[6.83873142011385,44.3084083585516],[6.8389759349419,44.308391694509],[6.83942227153277,44.3084611279886],[6.83961244973236,44.3085694440527],[6.8397987467442,44.3086722052621],[6.84001997444577,44.3087249744619],[6.84009371701296,44.3087166424861],[6.83999668731929,44.3085027880369],[6.83979874674421,44.3083333703227],[6.83952706360194,44.3081806162268],[6.83940674678179,44.308133401244],[6.83916223195374,44.3080695220892],[6.83885561812175,44.3080861862232],[6.83845585578383,44.3081611747679],[6.83834718252692,44.3082694913855],[6.838254034021,44.3082611593451],[6.83814536076409,44.3082611593451],[6.83811043007437,44.308225053823],[6.83781934099336,44.308225053823],[6.83759035091631,44.3082861554628],[6.83744674696968,44.3084139132314],[6.83740017271672,44.3085333387202],[6.83745839053292,44.3086194360149],[6.83745450934517,44.3087638569998]]]]};9692.0;mauvais
37;Vallon de la Braisse;{"type":"MultiPolygon","coordinates":[[[[6.81870208898821,44.2923773134903],[6.8188099724417,44.2925097923011],[6.81893149679761,44.2926036339369],[6.81900715766874,44.2926500367541],[6.81925995288603,44.2926657645379],[6.81941814044924,44.2927338143906],[6.81965466273634,44.2926980093114],[6.8201068349976,44.2926332525923],[6.8202381750672,44.2926194913861],[6.82035228208609,44.2926032647715],[6.82041015562487,44.2925123793579],[6.82042643093505,44.2924868202941],[6.82046763684647,44.2924221097291],[6.82046802897817,44.2924214939178],[6.82026686181156,44.2923488111329],[6.8199314067477,44.2923727350409],[6.8196986597264,44.2923379242878],[6.81945884201014,44.2923248109129],[6.81900110851516,44.2923070148936],[6.81873396643513,44.2923316247548],[6.81873344653267,44.2923317094498],[6.81870208898821,44.2923773134903]]]]};4607.0;bon
38;Rouchouse;{"type":"MultiPolygon","coordinates":[[[[6.8767951141083,44.463248141939],[6.87678583316717,44.463258698137],[6.8767982829493,44.4632735999566],[6.87687997768434,44.4632778814031],[6.87701681393201,44.463253634342],[6.87712669606573,44.463210912928],[6.87716712228928,44.4631757370223],[6.87702567416263,44.4631745860592],[6.87690741367686,44.4631991979143],[6.87683495015101,44.4632252714788],[6.8767951141083,44.463248141939]]]]};190.0;moyen
39;Rouchouse;{"type":"MultiPolygon","coordinates":[[[[6.87731316487039,44.462952783158],[6.87730633750201,44.4628947371679],[6.87734143272519,44.4628444179067],[6.87738668739744,44.4628172556708],[6.87742632505736,44.4627913185734],[6.8774977953966,44.4627509671036],[6.87752912420864,44.4627079365617],[6.87747979665207,44.4626759284678],[6.87736011872114,44.4627005907343],[6.87730145419199,44.4627404914286],[6.87724777100797,44.4627904463934],[6.87719571618388,44.4628434084009],[6.87718209775088,44.4629154679263],[6.87720252658475,44.4629842923304],[6.87721831622592,44.4630062327873],[6.87724288427259,44.4630104784655],[6.87731898665032,44.4629750834202],[6.87731316487039,44.462952783158]]]]};416.0;moyen
40;Station à Typha minima, Confluence Bachelard/Ubaye;{"type":"MultiPolygon","coordinates":[[[[6.62139619355065,44.3850676307652],[6.62142427372508,44.3850830708901],[6.62147917267972,44.3850720546317],[6.62152835975509,44.38503874346],[6.62158402296374,44.3850174833222],[6.62159995360479,44.3850435509664],[6.62161156167277,44.3850912164873],[6.62161837179652,44.3851308667905],[6.62164581840095,44.3851585919248],[6.62167196544488,44.3850994560532],[6.62168590219865,44.3850274215742],[6.62166373760882,44.3849709031103],[6.62163585310433,44.3849585204059],[6.62157027273416,44.3849361504715],[6.62144018388172,44.3849976890348],[6.62142520674648,44.3850308925211],[6.62139619355065,44.3850676307652]]]]};248.0;moyen
41;Muletiers;{"type":"MultiPolygon","coordinates":[[[[6.69705338731614,44.1915588839612],[6.6970336736452,44.1914961671252],[6.69690163419068,44.191541508966],[6.69679217515626,44.1916280163565],[6.69672329621713,44.1917049649906],[6.69665470043169,44.1917645313636],[6.69655111294113,44.1918539042235],[6.69641419628518,44.1919116824421],[6.69631093827747,44.1919407261948],[6.69615915573964,44.1920102414996],[6.69615040153171,44.1921158448258],[6.69625629929817,44.1921490754604],[6.69639456015058,44.1920247980829],[6.69651043755687,44.1919493291665],[6.69672001734966,44.1918073201709],[6.69682748389755,44.1916902075294],[6.69705338731614,44.1915588839612]]]]};829.0;moyen
42;Plateau de la Céva;{"type":"MultiPolygon","coordinates":[[[[7.49623748136609,44.0206041961945],[7.49631925229598,44.0205476570775],[7.49642303847623,44.0205431339458],[7.49641989344046,44.0204097014057],[7.49647964911999,44.0203712546859],[7.4965142445134,44.020242344914],[7.4962815118668,44.0199777397673],[7.49625006150915,44.0199686934166],[7.4962186111515,44.0199980940512],[7.49605192425596,44.0200026172245],[7.49575629089406,44.0201450970059],[7.49576572600135,44.0202468680687],[7.49587265721736,44.0203916088348],[7.49608022957784,44.0205702727308],[7.49623748136609,44.0206041961945]]]]};2834.0;mauvais
